,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
35247,129236,YOUNG FAMILIES,Premium
35248,129237,RETIREES,Mainstream
35249,130000,MIDAGE SINGLES/COUPLES,Budget
35250,130001,RETIREES,Mainstream
35251,130003,RETIREES,Mainstream
35252,130004,OLDER SINGLES/COUPLES,Budget
35253,130005,YOUNG FAMILIES,Budget
35254,130006,OLDER SINGLES/COUPLES,Premium
35255,130007,YOUNG SINGLES/COUPLES,Mainstream
35256,130008,RETIREES,Budget
35257,130009,YOUNG FAMILIES,Budget
35258,130010,MIDAGE SINGLES/COUPLES,Budget
35259,130011,OLDER FAMILIES,Premium
35260,130012,NEW FAMILIES,Budget
35261,130013,OLDER FAMILIES,Mainstream
35262,130014,OLDER SINGLES/COUPLES,Mainstream
35263,130015,RETIREES,Mainstream
35264,130016,YOUNG SINGLES/COUPLES,Mainstream
35265,130017,OLDER SINGLES/COUPLES,Mainstream
35266,130018,OLDER SINGLES/COUPLES,Mainstream
35267,130019,NEW FAMILIES,Budget
35268,130020,YOUNG SINGLES/COUPLES,Mainstream
35269,130021,OLDER SINGLES/COUPLES,Premium
35270,130022,YOUNG FAMILIES,Mainstream
35271,130023,MIDAGE SINGLES/COUPLES,Mainstream
35272,130024,OLDER FAMILIES,Mainstream
35273,130025,OLDER FAMILIES,Budget
35274,130026,OLDER SINGLES/COUPLES,Mainstream
35275,130027,YOUNG SINGLES/COUPLES,Mainstream
35276,130028,RETIREES,Premium
35277,130029,OLDER SINGLES/COUPLES,Budget
35278,130030,YOUNG FAMILIES,Budget
35279,130031,YOUNG FAMILIES,Mainstream
35280,130032,OLDER SINGLES/COUPLES,Budget
35281,130033,OLDER SINGLES/COUPLES,Mainstream
35282,130034,RETIREES,Mainstream
35283,130035,OLDER SINGLES/COUPLES,Mainstream
35284,130036,YOUNG FAMILIES,Mainstream
35285,130037,YOUNG SINGLES/COUPLES,Mainstream
35286,130038,YOUNG SINGLES/COUPLES,Mainstream
35287,130039,YOUNG SINGLES/COUPLES,Mainstream
35288,130040,OLDER FAMILIES,Premium
35289,130041,RETIREES,Premium
35290,130042,RETIREES,Mainstream
35291,130043,RETIREES,Mainstream
35292,130044,MIDAGE SINGLES/COUPLES,Mainstream
35293,130045,OLDER SINGLES/COUPLES,Premium
35294,130046,YOUNG SINGLES/COUPLES,Mainstream
35295,130047,NEW FAMILIES,Premium
35296,130048,OLDER SINGLES/COUPLES,Mainstream
35297,130049,YOUNG SINGLES/COUPLES,Budget
35298,130050,OLDER FAMILIES,Mainstream
35299,130051,MIDAGE SINGLES/COUPLES,Mainstream
35300,130052,YOUNG SINGLES/COUPLES,Budget
35301,130053,MIDAGE SINGLES/COUPLES,Mainstream
35302,130054,YOUNG FAMILIES,Mainstream
35303,130055,MIDAGE SINGLES/COUPLES,Mainstream
35304,130056,NEW FAMILIES,Premium
35305,130057,RETIREES,Mainstream
35306,130058,MIDAGE SINGLES/COUPLES,Mainstream
35307,130059,YOUNG SINGLES/COUPLES,Mainstream
35308,130060,OLDER FAMILIES,Budget
35309,130061,RETIREES,Mainstream
35310,130062,MIDAGE SINGLES/COUPLES,Mainstream
35311,130063,YOUNG FAMILIES,Mainstream
35312,130064,YOUNG SINGLES/COUPLES,Mainstream
35313,130065,OLDER SINGLES/COUPLES,Mainstream
35314,130066,RETIREES,Mainstream
35315,130067,OLDER SINGLES/COUPLES,Budget
35316,130068,MIDAGE SINGLES/COUPLES,Mainstream
35317,130069,RETIREES,Mainstream
35318,130070,YOUNG SINGLES/COUPLES,Mainstream
35319,130071,YOUNG FAMILIES,Budget
35320,130072,OLDER SINGLES/COUPLES,Budget
35321,130073,OLDER FAMILIES,Premium
35322,130074,OLDER FAMILIES,Premium
35323,130075,MIDAGE SINGLES/COUPLES,Budget
35324,130076,RETIREES,Mainstream
35325,130077,YOUNG SINGLES/COUPLES,Mainstream
35326,130078,OLDER SINGLES/COUPLES,Budget
35327,130079,OLDER SINGLES/COUPLES,Mainstream
35328,130080,RETIREES,Mainstream
35329,130081,RETIREES,Premium
35330,130082,RETIREES,Mainstream
35331,130083,RETIREES,Budget
35332,130084,OLDER FAMILIES,Budget
35333,130085,RETIREES,Budget
35334,130086,RETIREES,Mainstream
35335,130087,OLDER FAMILIES,Premium
35336,130088,OLDER SINGLES/COUPLES,Budget
35337,130089,OLDER SINGLES/COUPLES,Premium
35338,130090,YOUNG FAMILIES,Budget
35339,130091,MIDAGE SINGLES/COUPLES,Budget
35340,130092,RETIREES,Budget
35341,130093,YOUNG SINGLES/COUPLES,Premium
35342,130094,MIDAGE SINGLES/COUPLES,Premium
35343,130095,YOUNG SINGLES/COUPLES,Mainstream
35344,130096,MIDAGE SINGLES/COUPLES,Premium
35345,130097,YOUNG FAMILIES,Budget
35346,130098,RETIREES,Premium
35347,130099,OLDER FAMILIES,Mainstream
35348,130100,YOUNG SINGLES/COUPLES,Budget
35349,130101,OLDER SINGLES/COUPLES,Mainstream
35350,130102,OLDER SINGLES/COUPLES,Mainstream
35351,130103,RETIREES,Premium
35352,130104,RETIREES,Budget
35353,130105,YOUNG SINGLES/COUPLES,Mainstream
35354,130106,RETIREES,Mainstream
35355,130107,OLDER SINGLES/COUPLES,Mainstream
35356,130108,MIDAGE SINGLES/COUPLES,Budget
35357,130109,MIDAGE SINGLES/COUPLES,Mainstream
35358,130110,MIDAGE SINGLES/COUPLES,Premium
35359,130111,YOUNG SINGLES/COUPLES,Mainstream
35360,130112,OLDER SINGLES/COUPLES,Budget
35361,130113,OLDER SINGLES/COUPLES,Mainstream
35362,130114,RETIREES,Premium
35363,130115,OLDER SINGLES/COUPLES,Mainstream
35364,130116,RETIREES,Budget
35365,130117,RETIREES,Budget
35366,130118,MIDAGE SINGLES/COUPLES,Premium
35367,130119,RETIREES,Mainstream
35368,130120,YOUNG FAMILIES,Mainstream
35369,130121,OLDER SINGLES/COUPLES,Budget
35370,130122,MIDAGE SINGLES/COUPLES,Mainstream
35371,130123,YOUNG FAMILIES,Premium
35372,130124,YOUNG FAMILIES,Budget
35373,130125,YOUNG SINGLES/COUPLES,Mainstream
35374,130126,YOUNG SINGLES/COUPLES,Mainstream
35375,130127,OLDER SINGLES/COUPLES,Budget
35376,130128,OLDER SINGLES/COUPLES,Budget
35377,130129,OLDER SINGLES/COUPLES,Premium
35378,130130,MIDAGE SINGLES/COUPLES,Premium
35379,130132,YOUNG SINGLES/COUPLES,Mainstream
35380,130133,OLDER SINGLES/COUPLES,Budget
35381,130134,YOUNG SINGLES/COUPLES,Budget
35382,130135,OLDER SINGLES/COUPLES,Premium
35383,130136,MIDAGE SINGLES/COUPLES,Mainstream
35384,130137,OLDER FAMILIES,Budget
35385,130138,OLDER SINGLES/COUPLES,Mainstream
35386,130139,YOUNG SINGLES/COUPLES,Premium
35387,130140,RETIREES,Budget
35388,130141,RETIREES,Mainstream
35389,130142,YOUNG SINGLES/COUPLES,Mainstream
35390,130143,OLDER FAMILIES,Budget
35391,130144,OLDER SINGLES/COUPLES,Premium
35392,130145,RETIREES,Budget
35393,130146,OLDER SINGLES/COUPLES,Mainstream
35394,130147,OLDER SINGLES/COUPLES,Mainstream
35395,130148,YOUNG SINGLES/COUPLES,Mainstream
35396,130149,RETIREES,Budget
35397,130150,YOUNG SINGLES/COUPLES,Budget
35398,130151,RETIREES,Premium
35399,130152,OLDER FAMILIES,Premium
35400,130153,OLDER SINGLES/COUPLES,Budget
35401,130154,YOUNG SINGLES/COUPLES,Mainstream
35402,130155,OLDER FAMILIES,Mainstream
35403,130156,NEW FAMILIES,Premium
35404,130157,RETIREES,Mainstream
35405,130158,NEW FAMILIES,Budget
35406,130159,OLDER FAMILIES,Mainstream
35407,130160,YOUNG FAMILIES,Mainstream
35408,130161,YOUNG FAMILIES,Budget
35409,130162,OLDER SINGLES/COUPLES,Premium
35410,130163,NEW FAMILIES,Mainstream
35411,130164,OLDER FAMILIES,Premium
35412,130165,RETIREES,Budget
35413,130166,RETIREES,Premium
35414,130167,OLDER SINGLES/COUPLES,Budget
35415,130168,YOUNG FAMILIES,Budget
35416,130169,OLDER FAMILIES,Budget
35417,130170,MIDAGE SINGLES/COUPLES,Premium
35418,130171,RETIREES,Mainstream
35419,130172,MIDAGE SINGLES/COUPLES,Budget
35420,130173,RETIREES,Premium
35421,130175,MIDAGE SINGLES/COUPLES,Premium
35422,130176,RETIREES,Budget
35423,130177,YOUNG SINGLES/COUPLES,Mainstream
35424,130178,OLDER SINGLES/COUPLES,Budget
35425,130179,OLDER SINGLES/COUPLES,Budget
35426,130180,RETIREES,Mainstream
35427,130181,YOUNG SINGLES/COUPLES,Mainstream
35428,130182,YOUNG FAMILIES,Premium
35429,130183,RETIREES,Premium
35430,130184,YOUNG FAMILIES,Budget
35431,130185,YOUNG SINGLES/COUPLES,Mainstream
35432,130186,OLDER SINGLES/COUPLES,Mainstream
35433,130187,YOUNG SINGLES/COUPLES,Mainstream
35434,130188,OLDER FAMILIES,Budget
35435,130189,RETIREES,Mainstream
35436,130190,RETIREES,Mainstream
35437,130191,RETIREES,Mainstream
35438,130192,OLDER SINGLES/COUPLES,Budget
35439,130193,OLDER FAMILIES,Budget
35440,130194,RETIREES,Mainstream
35441,130195,OLDER FAMILIES,Mainstream
35442,130196,RETIREES,Mainstream
35443,130197,OLDER FAMILIES,Premium
35444,130198,OLDER FAMILIES,Premium
35445,130199,MIDAGE SINGLES/COUPLES,Mainstream
35446,130200,YOUNG FAMILIES,Premium
35447,130201,OLDER FAMILIES,Budget
35448,130202,OLDER SINGLES/COUPLES,Premium
35449,130203,YOUNG FAMILIES,Premium
35450,130204,OLDER SINGLES/COUPLES,Mainstream
35451,130205,OLDER SINGLES/COUPLES,Mainstream
35452,130206,OLDER FAMILIES,Budget
35453,130208,OLDER SINGLES/COUPLES,Mainstream
35454,130209,NEW FAMILIES,Premium
35455,130210,YOUNG FAMILIES,Premium
35456,130211,YOUNG SINGLES/COUPLES,Mainstream
35457,130212,OLDER SINGLES/COUPLES,Premium
35458,130213,YOUNG SINGLES/COUPLES,Mainstream
35459,130214,MIDAGE SINGLES/COUPLES,Premium
35460,130215,YOUNG FAMILIES,Premium
35461,130216,MIDAGE SINGLES/COUPLES,Mainstream
35462,130217,MIDAGE SINGLES/COUPLES,Mainstream
35463,130218,RETIREES,Premium
35464,130219,OLDER SINGLES/COUPLES,Premium
35465,130220,OLDER SINGLES/COUPLES,Mainstream
35466,130221,OLDER SINGLES/COUPLES,Premium
35467,130222,OLDER SINGLES/COUPLES,Premium
35468,130223,RETIREES,Budget
35469,130224,OLDER SINGLES/COUPLES,Mainstream
35470,130225,RETIREES,Mainstream
35471,130226,OLDER FAMILIES,Premium
35472,130227,OLDER SINGLES/COUPLES,Premium
35473,130228,MIDAGE SINGLES/COUPLES,Mainstream
35474,130229,YOUNG SINGLES/COUPLES,Mainstream
35475,130230,OLDER SINGLES/COUPLES,Premium
35476,130231,OLDER SINGLES/COUPLES,Budget
35477,130232,OLDER FAMILIES,Mainstream
35478,130233,OLDER SINGLES/COUPLES,Mainstream
35479,130234,RETIREES,Premium
35480,130235,YOUNG SINGLES/COUPLES,Mainstream
35481,130236,OLDER SINGLES/COUPLES,Mainstream
35482,130237,OLDER SINGLES/COUPLES,Premium
35483,130238,OLDER SINGLES/COUPLES,Budget
35484,130239,RETIREES,Premium
35485,130240,RETIREES,Budget
35486,130241,OLDER FAMILIES,Mainstream
35487,130242,OLDER SINGLES/COUPLES,Mainstream
35488,130244,MIDAGE SINGLES/COUPLES,Mainstream
35489,130245,OLDER SINGLES/COUPLES,Budget
35490,130246,OLDER FAMILIES,Mainstream
35491,130247,RETIREES,Premium
35492,130248,MIDAGE SINGLES/COUPLES,Premium
35493,130249,RETIREES,Mainstream
35494,130250,RETIREES,Mainstream
35495,130251,RETIREES,Mainstream
35496,130252,NEW FAMILIES,Mainstream
35497,130253,YOUNG SINGLES/COUPLES,Premium
35498,130254,YOUNG FAMILIES,Mainstream
35499,130255,NEW FAMILIES,Budget
35500,130256,YOUNG SINGLES/COUPLES,Premium
35501,130257,YOUNG SINGLES/COUPLES,Mainstream
35502,130258,RETIREES,Mainstream
35503,130259,OLDER SINGLES/COUPLES,Mainstream
35504,130260,OLDER FAMILIES,Premium
35505,130261,MIDAGE SINGLES/COUPLES,Premium
35506,130262,OLDER SINGLES/COUPLES,Mainstream
35507,130263,NEW FAMILIES,Premium
35508,130264,RETIREES,Mainstream
35509,130265,OLDER FAMILIES,Budget
35510,130266,YOUNG FAMILIES,Mainstream
35511,130267,MIDAGE SINGLES/COUPLES,Mainstream
35512,130268,RETIREES,Budget
35513,130269,RETIREES,Mainstream
35514,130270,RETIREES,Premium
35515,130271,OLDER SINGLES/COUPLES,Budget
35516,130272,OLDER FAMILIES,Premium
35517,130273,OLDER FAMILIES,Premium
35518,130274,RETIREES,Premium
35519,130275,YOUNG SINGLES/COUPLES,Mainstream
35520,130276,RETIREES,Budget
35521,130277,RETIREES,Mainstream
35522,130278,OLDER SINGLES/COUPLES,Budget
35523,130279,MIDAGE SINGLES/COUPLES,Budget
35524,130280,RETIREES,Premium
35525,130281,RETIREES,Premium
35526,130282,RETIREES,Budget
35527,130283,RETIREES,Premium
35528,130284,OLDER FAMILIES,Mainstream
35529,130285,MIDAGE SINGLES/COUPLES,Mainstream
35530,130286,YOUNG FAMILIES,Premium
35531,130287,NEW FAMILIES,Mainstream
35532,130288,RETIREES,Budget
35533,130289,OLDER SINGLES/COUPLES,Premium
35534,130290,RETIREES,Budget
35535,130291,YOUNG SINGLES/COUPLES,Budget
35536,130292,OLDER SINGLES/COUPLES,Budget
35537,130293,OLDER SINGLES/COUPLES,Budget
35538,130294,YOUNG SINGLES/COUPLES,Mainstream
35539,130295,OLDER SINGLES/COUPLES,Premium
35540,130296,YOUNG FAMILIES,Budget
35541,130297,OLDER SINGLES/COUPLES,Mainstream
35542,130298,YOUNG SINGLES/COUPLES,Premium
35543,130299,OLDER FAMILIES,Mainstream
35544,130300,OLDER FAMILIES,Mainstream
35545,130301,RETIREES,Mainstream
35546,130302,YOUNG FAMILIES,Premium
35547,130303,OLDER SINGLES/COUPLES,Budget
35548,130304,RETIREES,Mainstream
35549,130305,RETIREES,Mainstream
35550,130306,YOUNG SINGLES/COUPLES,Premium
35551,130307,OLDER SINGLES/COUPLES,Budget
35552,130308,YOUNG SINGLES/COUPLES,Budget
35553,130309,YOUNG SINGLES/COUPLES,Mainstream
35554,130310,NEW FAMILIES,Premium
35555,130311,MIDAGE SINGLES/COUPLES,Premium
35556,130312,MIDAGE SINGLES/COUPLES,Premium
35557,130313,OLDER SINGLES/COUPLES,Premium
35558,130314,OLDER SINGLES/COUPLES,Budget
35559,130316,MIDAGE SINGLES/COUPLES,Mainstream
35560,130317,RETIREES,Budget
35561,130318,OLDER SINGLES/COUPLES,Premium
35562,130319,OLDER SINGLES/COUPLES,Premium
35563,130320,OLDER FAMILIES,Mainstream
35564,130321,OLDER SINGLES/COUPLES,Premium
35565,130322,YOUNG SINGLES/COUPLES,Mainstream
35566,130323,RETIREES,Premium
35567,130324,RETIREES,Mainstream
35568,130325,OLDER FAMILIES,Budget
35569,130326,RETIREES,Mainstream
35570,130327,OLDER FAMILIES,Budget
35571,130329,MIDAGE SINGLES/COUPLES,Premium
35572,130330,MIDAGE SINGLES/COUPLES,Premium
35573,130331,RETIREES,Mainstream
35574,130332,OLDER SINGLES/COUPLES,Mainstream
35575,130333,OLDER FAMILIES,Mainstream
35576,130334,RETIREES,Budget
35577,130335,NEW FAMILIES,Mainstream
35578,130336,OLDER SINGLES/COUPLES,Premium
35579,130337,OLDER SINGLES/COUPLES,Premium
35580,130338,OLDER SINGLES/COUPLES,Budget
35581,130339,RETIREES,Budget
35582,130340,NEW FAMILIES,Budget
35583,130341,RETIREES,Premium
35584,130342,YOUNG FAMILIES,Budget
35585,130343,YOUNG SINGLES/COUPLES,Mainstream
35586,130344,YOUNG SINGLES/COUPLES,Mainstream
35587,130345,OLDER FAMILIES,Premium
35588,130346,OLDER SINGLES/COUPLES,Mainstream
35589,130347,YOUNG SINGLES/COUPLES,Mainstream
35590,130348,RETIREES,Premium
35591,130349,OLDER SINGLES/COUPLES,Mainstream
35592,130350,OLDER SINGLES/COUPLES,Mainstream
35593,130351,YOUNG FAMILIES,Premium
35594,130352,RETIREES,Premium
35595,130353,OLDER SINGLES/COUPLES,Mainstream
35596,130354,OLDER FAMILIES,Mainstream
35597,130355,OLDER SINGLES/COUPLES,Budget
35598,130356,MIDAGE SINGLES/COUPLES,Budget
35599,130357,OLDER SINGLES/COUPLES,Budget
35600,130358,MIDAGE SINGLES/COUPLES,Mainstream
35601,130359,RETIREES,Premium
35602,130360,RETIREES,Mainstream
35603,130361,YOUNG FAMILIES,Budget
35604,130362,OLDER SINGLES/COUPLES,Budget
35605,130363,OLDER SINGLES/COUPLES,Mainstream
35606,130364,YOUNG SINGLES/COUPLES,Mainstream
35607,130365,YOUNG SINGLES/COUPLES,Mainstream
35608,130366,RETIREES,Mainstream
35609,130367,RETIREES,Premium
35610,130368,OLDER SINGLES/COUPLES,Mainstream
35611,130369,MIDAGE SINGLES/COUPLES,Premium
35612,130370,YOUNG SINGLES/COUPLES,Budget
35613,130371,RETIREES,Mainstream
35614,130372,YOUNG SINGLES/COUPLES,Mainstream
35615,130373,RETIREES,Budget
35616,130374,YOUNG FAMILIES,Premium
35617,130375,YOUNG FAMILIES,Budget
35618,130376,NEW FAMILIES,Budget
35619,130377,YOUNG FAMILIES,Budget
35620,130378,NEW FAMILIES,Mainstream
35621,130379,OLDER SINGLES/COUPLES,Budget
35622,130380,OLDER FAMILIES,Budget
35623,130381,YOUNG FAMILIES,Mainstream
35624,130382,RETIREES,Budget
35625,130383,RETIREES,Budget
35626,130384,YOUNG FAMILIES,Budget
35627,130385,RETIREES,Budget
35628,130386,OLDER SINGLES/COUPLES,Mainstream
35629,130387,OLDER FAMILIES,Budget
35630,130388,MIDAGE SINGLES/COUPLES,Premium
35631,130389,OLDER SINGLES/COUPLES,Mainstream
35632,130390,YOUNG SINGLES/COUPLES,Budget
35633,130391,OLDER SINGLES/COUPLES,Budget
35634,130392,OLDER SINGLES/COUPLES,Premium
35635,131000,YOUNG FAMILIES,Premium
35636,131001,MIDAGE SINGLES/COUPLES,Budget
35637,131002,YOUNG FAMILIES,Premium
35638,131003,YOUNG SINGLES/COUPLES,Mainstream
35639,131007,YOUNG SINGLES/COUPLES,Mainstream
35640,131009,RETIREES,Premium
35641,131011,RETIREES,Mainstream
35642,131015,RETIREES,Premium
35643,131017,YOUNG SINGLES/COUPLES,Premium
35644,131020,RETIREES,Budget
35645,131021,YOUNG SINGLES/COUPLES,Premium
35646,131022,MIDAGE SINGLES/COUPLES,Mainstream
35647,131023,YOUNG SINGLES/COUPLES,Mainstream
35648,131024,YOUNG FAMILIES,Budget
35649,131025,RETIREES,Mainstream
35650,131026,OLDER FAMILIES,Budget
35651,131027,MIDAGE SINGLES/COUPLES,Premium
35652,131028,OLDER FAMILIES,Mainstream
35653,131030,RETIREES,Mainstream
35654,131031,OLDER FAMILIES,Budget
35655,131032,YOUNG SINGLES/COUPLES,Mainstream
35656,131033,YOUNG SINGLES/COUPLES,Budget
35657,131034,YOUNG FAMILIES,Mainstream
35658,131036,RETIREES,Mainstream
35659,131038,YOUNG SINGLES/COUPLES,Budget
35660,131039,YOUNG FAMILIES,Mainstream
35661,131042,OLDER SINGLES/COUPLES,Budget
35662,131043,YOUNG SINGLES/COUPLES,Budget
35663,131044,OLDER SINGLES/COUPLES,Budget
35664,131046,RETIREES,Premium
35665,131047,RETIREES,Premium
35666,131049,YOUNG SINGLES/COUPLES,Mainstream
35667,131050,RETIREES,Premium
35668,131051,RETIREES,Mainstream
35669,131054,OLDER SINGLES/COUPLES,Budget
35670,131055,MIDAGE SINGLES/COUPLES,Mainstream
35671,131057,YOUNG FAMILIES,Budget
35672,131058,YOUNG SINGLES/COUPLES,Mainstream
35673,131060,YOUNG SINGLES/COUPLES,Mainstream
35674,131061,YOUNG SINGLES/COUPLES,Premium
35675,131062,YOUNG SINGLES/COUPLES,Budget
35676,131065,YOUNG FAMILIES,Budget
35677,131066,RETIREES,Mainstream
35678,131067,OLDER SINGLES/COUPLES,Mainstream
35679,131068,YOUNG SINGLES/COUPLES,Budget
35680,131069,YOUNG SINGLES/COUPLES,Mainstream
35681,131070,RETIREES,Mainstream
35682,131071,YOUNG SINGLES/COUPLES,Budget
35683,131072,OLDER SINGLES/COUPLES,Premium
35684,131074,YOUNG SINGLES/COUPLES,Budget
35685,131075,OLDER SINGLES/COUPLES,Budget
35686,131076,OLDER SINGLES/COUPLES,Premium
35687,131077,RETIREES,Mainstream
35688,131080,RETIREES,Premium
35689,131081,RETIREES,Mainstream
35690,131083,YOUNG SINGLES/COUPLES,Mainstream
35691,131084,OLDER SINGLES/COUPLES,Budget
35692,131085,OLDER SINGLES/COUPLES,Premium
35693,131086,YOUNG SINGLES/COUPLES,Budget
35694,131088,YOUNG SINGLES/COUPLES,Budget
35695,131089,YOUNG SINGLES/COUPLES,Budget
35696,131091,RETIREES,Mainstream
35697,131093,RETIREES,Mainstream
35698,131094,OLDER FAMILIES,Budget
35699,131095,OLDER SINGLES/COUPLES,Budget
35700,131097,YOUNG SINGLES/COUPLES,Mainstream
35701,131098,YOUNG FAMILIES,Budget
35702,131099,RETIREES,Premium
35703,131100,RETIREES,Mainstream
35704,131101,OLDER FAMILIES,Budget
35705,131102,OLDER FAMILIES,Mainstream
35706,131103,RETIREES,Mainstream
35707,131105,MIDAGE SINGLES/COUPLES,Mainstream
35708,131109,NEW FAMILIES,Premium
35709,131110,OLDER FAMILIES,Budget
35710,131112,RETIREES,Budget
35711,131114,YOUNG FAMILIES,Budget
35712,131115,YOUNG FAMILIES,Premium
35713,131116,RETIREES,Budget
35714,131118,OLDER FAMILIES,Mainstream
35715,131121,YOUNG FAMILIES,Budget
35716,131122,MIDAGE SINGLES/COUPLES,Budget
35717,131125,MIDAGE SINGLES/COUPLES,Mainstream
35718,131127,YOUNG SINGLES/COUPLES,Mainstream
35719,131128,OLDER FAMILIES,Budget
35720,131129,OLDER SINGLES/COUPLES,Budget
35721,131130,YOUNG SINGLES/COUPLES,Mainstream
35722,131132,YOUNG SINGLES/COUPLES,Budget
35723,131133,RETIREES,Mainstream
35724,131137,MIDAGE SINGLES/COUPLES,Budget
35725,131139,OLDER SINGLES/COUPLES,Mainstream
35726,131140,YOUNG SINGLES/COUPLES,Premium
35727,131143,YOUNG SINGLES/COUPLES,Budget
35728,131144,YOUNG SINGLES/COUPLES,Budget
35729,131147,YOUNG SINGLES/COUPLES,Mainstream
35730,131148,YOUNG SINGLES/COUPLES,Mainstream
35731,131149,OLDER FAMILIES,Premium
35732,131152,YOUNG FAMILIES,Premium
35733,131154,YOUNG FAMILIES,Premium
35734,131155,OLDER SINGLES/COUPLES,Budget
35735,131156,YOUNG SINGLES/COUPLES,Premium
35736,131159,YOUNG SINGLES/COUPLES,Premium
35737,131161,OLDER FAMILIES,Mainstream
35738,131164,RETIREES,Budget
35739,131165,YOUNG FAMILIES,Budget
35740,131166,YOUNG FAMILIES,Mainstream
35741,131167,RETIREES,Premium
35742,131168,NEW FAMILIES,Budget
35743,131169,YOUNG SINGLES/COUPLES,Budget
35744,131170,YOUNG SINGLES/COUPLES,Mainstream
35745,131173,YOUNG SINGLES/COUPLES,Premium
35746,131174,OLDER FAMILIES,Budget
35747,131175,MIDAGE SINGLES/COUPLES,Mainstream
35748,131176,NEW FAMILIES,Budget
35749,131177,OLDER SINGLES/COUPLES,Premium
35750,131179,MIDAGE SINGLES/COUPLES,Premium
35751,131180,YOUNG FAMILIES,Budget
35752,131181,MIDAGE SINGLES/COUPLES,Premium
35753,131182,OLDER FAMILIES,Premium
35754,131184,YOUNG FAMILIES,Premium
35755,131186,OLDER SINGLES/COUPLES,Premium
35756,131188,YOUNG SINGLES/COUPLES,Budget
35757,131192,YOUNG SINGLES/COUPLES,Budget
35758,131193,OLDER SINGLES/COUPLES,Mainstream
35759,131195,OLDER SINGLES/COUPLES,Premium
35760,131196,YOUNG SINGLES/COUPLES,Budget
35761,131197,YOUNG FAMILIES,Mainstream
35762,131198,OLDER FAMILIES,Mainstream
35763,131199,YOUNG SINGLES/COUPLES,Mainstream
35764,131200,YOUNG SINGLES/COUPLES,Premium
35765,131204,YOUNG FAMILIES,Mainstream
35766,131209,YOUNG FAMILIES,Mainstream
35767,131210,RETIREES,Mainstream
35768,131211,MIDAGE SINGLES/COUPLES,Budget
35769,131212,MIDAGE SINGLES/COUPLES,Budget
35770,131215,YOUNG SINGLES/COUPLES,Budget
35771,131216,YOUNG SINGLES/COUPLES,Mainstream
35772,131217,RETIREES,Premium
35773,131219,YOUNG SINGLES/COUPLES,Budget
35774,131221,OLDER SINGLES/COUPLES,Mainstream
35775,131222,RETIREES,Mainstream
35776,131223,YOUNG FAMILIES,Budget
35777,131225,OLDER SINGLES/COUPLES,Mainstream
35778,131226,MIDAGE SINGLES/COUPLES,Mainstream
35779,131227,YOUNG FAMILIES,Budget
35780,131229,RETIREES,Budget
35781,131230,RETIREES,Premium
35782,131231,RETIREES,Budget
35783,131232,RETIREES,Budget
35784,131233,YOUNG FAMILIES,Budget
35785,131235,MIDAGE SINGLES/COUPLES,Mainstream
35786,131237,OLDER SINGLES/COUPLES,Premium
35787,131239,YOUNG SINGLES/COUPLES,Premium
35788,131241,YOUNG SINGLES/COUPLES,Budget
35789,131242,YOUNG SINGLES/COUPLES,Budget
35790,131244,YOUNG FAMILIES,Premium
35791,131245,RETIREES,Mainstream
35792,131246,YOUNG SINGLES/COUPLES,Budget
35793,131247,YOUNG SINGLES/COUPLES,Mainstream
35794,131250,MIDAGE SINGLES/COUPLES,Budget
35795,131254,YOUNG FAMILIES,Mainstream
35796,131255,OLDER FAMILIES,Premium
35797,131256,RETIREES,Budget
35798,131257,YOUNG FAMILIES,Budget
35799,131258,RETIREES,Budget
35800,131259,NEW FAMILIES,Premium
35801,131260,OLDER FAMILIES,Budget
35802,131262,MIDAGE SINGLES/COUPLES,Mainstream
35803,131263,NEW FAMILIES,Mainstream
35804,131264,MIDAGE SINGLES/COUPLES,Budget
35805,131265,OLDER SINGLES/COUPLES,Budget
35806,131266,NEW FAMILIES,Budget
35807,131267,YOUNG SINGLES/COUPLES,Premium
35808,131268,YOUNG SINGLES/COUPLES,Budget
35809,131269,RETIREES,Budget
35810,131272,YOUNG SINGLES/COUPLES,Premium
35811,131273,RETIREES,Premium
35812,131275,MIDAGE SINGLES/COUPLES,Mainstream
35813,131276,RETIREES,Mainstream
35814,131278,OLDER SINGLES/COUPLES,Mainstream
35815,131279,YOUNG SINGLES/COUPLES,Budget
35816,131280,MIDAGE SINGLES/COUPLES,Premium
35817,131281,RETIREES,Premium
35818,131282,OLDER FAMILIES,Budget
35819,131283,OLDER SINGLES/COUPLES,Mainstream
35820,131284,OLDER SINGLES/COUPLES,Premium
35821,131287,RETIREES,Premium
35822,131289,MIDAGE SINGLES/COUPLES,Mainstream
35823,131290,MIDAGE SINGLES/COUPLES,Mainstream
35824,131291,OLDER SINGLES/COUPLES,Mainstream
35825,131292,NEW FAMILIES,Mainstream
35826,131297,OLDER FAMILIES,Budget
35827,131299,YOUNG SINGLES/COUPLES,Budget
35828,131301,OLDER FAMILIES,Mainstream
35829,131302,OLDER SINGLES/COUPLES,Budget
35830,131303,RETIREES,Mainstream
35831,131305,OLDER FAMILIES,Budget
35832,131306,RETIREES,Premium
35833,131308,OLDER FAMILIES,Budget
35834,131309,YOUNG SINGLES/COUPLES,Budget
35835,131311,YOUNG SINGLES/COUPLES,Mainstream
